Epoch,Training Loss,Validation Loss,Alpha,Lambda Weight Lvl 1,Lambda Weight Lvl 2,Lambda Weight Lvl 3,Lambda Weight Lvl 4
1,4.438891021197274,3.6502692315402445,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
2,3.5828612402781546,3.260866687601845,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
3,3.297809706438308,3.0375471351130696,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
4,3.1055668904477316,2.8185750434062626,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
5,2.942301508164246,2.681796404339323,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
6,2.810936036525957,2.5181595647095034,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
7,2.6826148785200696,2.443156282773754,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
8,2.597220524845507,2.339242458343506,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
9,2.525941671141042,2.360091532636809,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
10,2.4550768328993113,2.1724985265891825,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
11,2.404388444135653,2.1907134480124353,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
12,2.352328390483088,2.128350012654426,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
13,2.296407369959274,2.0494458093339163,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
14,2.2526582655490643,2.024213031834404,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
15,2.2132569867492524,2.0744076855230653,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
16,2.196375009597548,1.9854678987656664,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
17,2.155226684656719,1.98478637765718,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
18,2.1194744718154803,1.9026930308181969,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
19,2.108108595713673,1.8852806687355042,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
20,2.0615890550133367,1.9016544722870692,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
21,1.9608128242844702,1.8107821491340663,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
22,1.9274452348683504,1.7903078014418583,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
23,1.8863386963837898,1.7872477047795416,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
24,1.8779112544635799,1.7778771375649727,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
25,1.8569013336360856,1.7727112224038015,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
26,1.8567800483847625,1.7665870499690908,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
27,1.8477513844134823,1.7627143263816833,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
28,1.8329870326807034,1.7569933205642956,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
29,1.8323281557367952,1.755392806842023,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
30,1.819022127045881,1.7569396639830315,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
31,1.8036824034764463,1.7428083759826303,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
32,1.8046826104189726,1.7467986709319505,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
33,1.7811796985216588,1.7517291383455265,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
34,1.7907925046130315,1.7522243371345854,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
35,1.7620121568641407,1.734511037800936,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
36,1.7771106372343615,1.7375422056089311,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
37,1.7592020966862671,1.7289207735717698,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
38,1.7476050471699478,1.725601356701563,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
39,1.7554620040343112,1.7332663296053075,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
40,1.7409510736497456,1.7227659763505794,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
41,1.7184316617930495,1.7208155321594854,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
42,1.7145492580513026,1.721317310461262,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
43,1.7059956589001137,1.718346203133564,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
44,1.7043793151442637,1.7194979668863668,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
45,1.712039003636213,1.7180801309995204,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
46,1.708296897227332,1.722997616801486,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
47,1.6991309757600694,1.7162208917156963,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
48,1.705034066566685,1.7160339601487922,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
49,1.7148066943123836,1.7154330023183118,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
50,1.7154678536341494,1.7157276204768444,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
51,1.7235070833023762,1.7135221114094625,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
52,1.7077235929517938,1.7160131509272045,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
53,1.700073919840307,1.715572669402065,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
54,1.7004175178156604,1.7136773767087283,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
55,1.70443196644719,1.7159796017128348,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
56,1.6997269220000146,1.7192719856764647,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
