                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                0.55005,                 1.0752,                0.44358,                 1.0076,                0.94145,                0.87359,                0.89409,                0.80837,                 0.9236,                0.85552,                0.86511,                0.70856,                0.44388,                0.84339,                 0.3781,                0.83524,               0.006799,               0.006799,               0.006799
                    100,                 0.5524,                  1.053,                0.44689,                 1.0099,                0.94085,                 0.8735,                0.89411,                0.80877,                0.92287,                0.85565,                0.86555,                0.70833,                0.44342,                0.84225,                0.37764,                0.83493,               0.006766,               0.006766,               0.006766
                    101,                0.55234,                 1.0812,                0.44972,                 1.0094,                0.94192,                0.87385,                0.89427,                0.80902,                 0.9244,                0.85625,                0.86591,                0.70896,                0.44238,                0.84115,                 0.3769,                0.83434,               0.006733,               0.006733,               0.006733
                    102,                0.55228,                  1.068,                0.44748,                 1.0066,                0.94204,                0.87446,                0.89437,                0.80917,                0.92405,                0.85637,                0.86597,                0.70948,                0.44202,                0.84056,                0.37636,                0.83435,                 0.0067,                 0.0067,                 0.0067
                    103,                0.54694,                 1.0602,                 0.4405,                 1.0048,                0.94234,                0.87432,                 0.8947,                0.80987,                0.92409,                0.85651,                 0.8662,                0.70976,                0.44118,                0.83982,                0.37593,                0.83383,               0.006667,               0.006667,               0.006667
                    104,                0.54595,                 1.0629,                 0.4466,                 1.0101,                 0.9427,                0.87493,                0.89483,                0.80994,                 0.9243,                0.85723,                0.86637,                0.70999,                0.44065,                0.83897,                0.37537,                0.83373,               0.006634,               0.006634,               0.006634
                    105,                0.54569,                 1.0469,                0.44069,                 1.0084,                0.94273,                0.87537,                0.89498,                0.81054,                0.92407,                0.85744,                0.86662,                0.70999,                0.44007,                0.83757,                0.37455,                0.83345,               0.006601,               0.006601,               0.006601
                    106,                0.54363,                  1.062,                0.44192,                  1.008,                0.94322,                0.87526,                0.89505,                0.81038,                0.92486,                0.85747,                0.86666,                0.71037,                0.43969,                0.83643,                0.37455,                0.83332,               0.006568,               0.006568,               0.006568
                    107,                0.54134,                 1.0502,                0.44031,                 1.0056,                0.94318,                0.87531,                0.89514,                0.81058,                0.92451,                0.85728,                0.86638,                0.71027,                0.43916,                0.83539,                0.37392,                0.83309,               0.006535,               0.006535,               0.006535
                    108,                 0.5417,                  1.039,                0.43716,                0.99979,                0.94314,                0.87535,                  0.895,                0.81045,                0.92423,                 0.8571,                0.86585,                0.71068,                 0.4386,                0.83463,                0.37354,                0.83275,               0.006502,               0.006502,               0.006502
                    109,                0.54484,                 1.0624,                0.44488,                 1.0056,                0.94369,                0.87628,                0.89508,                 0.8108,                0.92495,                 0.8579,                0.86653,                0.71172,                 0.4381,                0.83458,                0.37325,                0.83237,               0.006469,               0.006469,               0.006469
                    110,                0.53873,                 1.0441,                0.43178,                 1.0007,                0.94377,                0.87632,                0.89532,                0.81103,                0.92493,                0.85824,                0.86676,                0.71193,                0.43785,                 0.8338,                 0.3727,                0.83223,               0.006436,               0.006436,               0.006436
                    111,                0.54049,                 1.0399,                0.43807,                0.99862,                0.94339,                0.87599,                0.89555,                0.81118,                0.92427,                 0.8577,                0.86619,                0.71224,                0.43748,                 0.8328,                0.37205,                0.83194,               0.006403,               0.006403,               0.006403
                    112,                0.54431,                 1.0463,                0.43958,                 1.0008,                0.94316,                0.87605,                0.89583,                0.81116,                0.92446,                0.85797,                0.86666,                 0.7124,                0.43706,                0.83245,                0.37133,                0.83172,                0.00637,                0.00637,                0.00637
                    113,                0.53766,                 1.0328,                0.43285,                0.99862,                0.94261,                0.87611,                  0.896,                0.81158,                0.92457,                0.85841,                0.86705,                0.71262,                0.43673,                0.83132,                0.37099,                0.83141,               0.006337,               0.006337,               0.006337
                    114,                0.53644,                 1.0327,                0.43185,                0.99556,                0.94255,                0.87613,                0.89622,                0.81167,                0.92406,                0.85819,                0.86694,                0.71267,                0.43628,                0.83064,                0.37029,                0.83112,               0.006304,               0.006304,               0.006304
                    115,                0.53587,                 1.0328,                0.43548,                0.99431,                0.94259,                 0.8752,                0.89637,                0.81188,                0.92412,                0.85741,                0.86684,                0.71279,                0.43596,                0.82983,                0.36967,                0.83111,               0.006271,               0.006271,               0.006271
                    116,                0.53419,                 1.0377,                0.43046,                0.99476,                0.94284,                0.87607,                0.89652,                0.81211,                0.92373,                0.85777,                0.86639,                0.71264,                0.43536,                0.82874,                0.36913,                0.83069,               0.006238,               0.006238,               0.006238
                    117,                0.53315,                 1.0264,                 0.4295,                0.99256,                0.94266,                0.87633,                0.89656,                0.81217,                0.92532,                0.85938,                0.86832,                0.71397,                0.43476,                0.82686,                0.36849,                0.83054,               0.006205,               0.006205,               0.006205
                    118,                0.53753,                  1.033,                0.43292,                0.99578,                 0.9425,                0.87625,                0.89661,                0.81252,                0.92485,                0.85934,                0.86826,                0.71423,                0.43457,                0.82627,                0.36773,                 0.8303,               0.006172,               0.006172,               0.006172
                    119,                0.52921,                 1.0225,                0.42815,                0.99522,                0.94306,                0.87647,                0.89636,                 0.8126,                0.92529,                0.85959,                0.86824,                0.71426,                 0.4337,                0.82543,                0.36681,                0.82983,               0.006139,               0.006139,               0.006139
                    120,                 0.5279,                 1.0171,                0.42228,                0.99203,                0.94283,                0.87688,                0.89645,                0.81289,                0.92516,                0.86005,                0.86822,                0.71423,                0.43303,                0.82391,                0.36623,                0.82923,               0.006106,               0.006106,               0.006106
                    121,                0.53286,                 1.0366,                0.43437,                 0.9941,                0.94263,                0.87695,                0.89678,                0.81312,                0.92453,                0.85977,                0.86758,                 0.7148,                0.43226,                 0.8223,                0.36542,                0.82863,               0.006073,               0.006073,               0.006073
                    122,                0.52543,                 1.0006,                0.42217,                0.99031,                0.94281,                0.87696,                0.89689,                0.81387,                0.92472,                 0.8597,                0.86779,                0.71465,                0.43175,                0.82191,                0.36505,                0.82835,                0.00604,                0.00604,                0.00604
                    123,                0.52504,                 1.0082,                0.42505,                0.99403,                0.94327,                0.87729,                0.89687,                0.81396,                  0.925,                0.85976,                0.86734,                 0.7145,                 0.4311,                0.82087,                0.36431,                0.82792,               0.006007,               0.006007,               0.006007
                    124,                0.52849,                 1.0312,                0.42828,                0.99267,                0.94347,                0.87758,                0.89696,                0.81389,                0.92507,                0.85994,                0.86761,                 0.7151,                0.43019,                 0.8201,                0.36394,                0.82745,               0.005974,               0.005974,               0.005974
                    125,                 0.5237,                0.99947,                0.41629,                0.98844,                0.94364,                0.87742,                0.89689,                0.81412,                0.92537,                0.86006,                0.86771,                0.71482,                0.42937,                 0.8187,                 0.3635,                0.82712,               0.005941,               0.005941,               0.005941
                    126,                0.52466,                 1.0129,                0.42107,                0.98557,                0.94576,                0.87553,                0.89718,                0.81434,                0.92746,                0.85834,                0.86786,                0.71504,                0.42915,                0.81769,                0.36337,                0.82673,               0.005908,               0.005908,               0.005908
                    127,                0.51999,                0.99728,                 0.4181,                0.98566,                0.94604,                0.87567,                0.89736,                0.81438,                0.92772,                0.85836,                 0.8678,                0.71542,                0.42874,                0.81655,                0.36285,                0.82651,               0.005875,               0.005875,               0.005875
                    128,                0.52348,                 1.0087,                0.41934,                0.98719,                0.94599,                0.87609,                 0.8975,                0.81509,                0.92759,                0.85886,                0.86813,                0.71516,                0.42836,                0.81556,                0.36219,                0.82634,               0.005842,               0.005842,               0.005842
                    129,                0.51855,                0.99328,                0.41831,                0.98781,                0.94561,                0.87645,                0.89777,                0.81554,                0.92735,                0.85914,                0.86804,                0.71516,                0.42795,                 0.8147,                0.36172,                0.82616,               0.005809,               0.005809,               0.005809
                    130,                0.51733,                0.99631,                0.41434,                0.98939,                0.94527,                0.87688,                0.89765,                  0.816,                0.92688,                0.85945,                0.86815,                 0.7155,                0.42744,                0.81384,                0.36126,                0.82589,               0.005776,               0.005776,               0.005776
                    131,                0.51829,                 1.0006,                0.41641,                0.98234,                0.94748,                0.87578,                0.89793,                0.81629,                0.92592,                 0.8595,                0.86852,                0.71612,                0.42686,                0.81316,                0.36065,                0.82563,               0.005743,               0.005743,               0.005743
                    132,                0.51627,                 1.0067,                0.41859,                0.98388,                 0.9448,                0.87754,                0.89787,                0.81649,                0.92643,                0.86025,                0.86872,                0.71684,                0.42635,                0.81204,                0.36048,                0.82516,                0.00571,                0.00571,                0.00571
                    133,                0.51211,                0.97333,                0.41138,                 0.9809,                0.94444,                 0.8776,                0.89806,                0.81678,                0.92585,                0.86034,                0.86879,                0.71728,                0.42568,                0.81093,                0.35931,                 0.8249,               0.005677,               0.005677,               0.005677
                    134,                0.51659,                 1.0002,                0.41418,                0.98352,                0.94417,                0.87745,                0.89821,                0.81695,                0.92567,                0.86036,                0.86877,                0.71726,                0.42511,                0.80945,                0.35864,                0.82451,               0.005644,               0.005644,               0.005644
                    135,                0.51523,                0.99168,                0.41294,                0.98311,                 0.9441,                0.87772,                0.89836,                0.81738,                0.92585,                0.86098,                0.86934,                0.71755,                0.42453,                0.80865,                0.35788,                0.82396,               0.005611,               0.005611,               0.005611
                    136,                0.51151,                0.97827,                0.40838,                0.98128,                 0.9446,                0.87807,                0.89868,                0.81809,                0.92634,                0.86102,                0.86967,                0.71843,                0.42383,                0.80742,                 0.3574,                0.82346,               0.005578,               0.005578,               0.005578
                    137,                0.51303,                0.98027,                0.41023,                0.98273,                0.94448,                0.87838,                 0.8987,                0.81849,                0.92627,                0.86111,                0.86969,                0.71823,                0.42312,                 0.8068,                0.35651,                0.82289,               0.005545,               0.005545,               0.005545
                    138,                0.50866,                0.99037,                0.40946,                0.97857,                 0.9449,                0.87758,                0.89884,                0.81874,                0.92631,                0.86103,                0.87003,                0.71874,                  0.422,                 0.8058,                0.35566,                0.82204,               0.005512,               0.005512,               0.005512
                    139,                0.51341,                0.98447,                0.41308,                0.98234,                0.94485,                0.87793,                0.89911,                0.81888,                 0.9259,                 0.8605,                0.86985,                0.71849,                0.42113,                0.80491,                 0.3552,                0.82144,               0.005479,               0.005479,               0.005479
                    140,                0.50463,                0.98106,                0.41054,                0.97796,                0.94497,                0.87761,                0.89931,                 0.8198,                  0.926,                0.86072,                0.87008,                 0.7191,                 0.4204,                0.80383,                0.35498,                0.82087,               0.005446,               0.005446,               0.005446
                    141,                0.51052,                0.98528,                 0.4088,                0.97884,                0.94548,                0.87782,                0.89946,                 0.8201,                 0.9262,                0.86079,                0.86994,                0.71965,                0.41965,                0.80283,                0.35482,                0.82044,               0.005413,               0.005413,               0.005413
                    142,                0.50708,                 0.9689,                0.40616,                0.97957,                0.94554,                0.87733,                0.89951,                 0.8203,                0.92596,                  0.861,                0.87065,                 0.7202,                0.41904,                0.80201,                0.35425,                0.82002,                0.00538,                0.00538,                0.00538
                    143,                0.50691,                0.98126,                0.40898,                0.97853,                0.94609,                 0.8775,                0.89961,                0.82057,                0.92573,                0.86096,                0.87006,                0.71959,                0.41853,                0.80121,                0.35379,                0.81959,               0.005347,               0.005347,               0.005347
                    144,                0.50591,                0.98019,                0.40863,                0.97451,                0.94638,                0.87712,                0.89963,                0.82052,                0.92634,                0.86095,                0.87012,                0.71973,                0.41787,                0.80013,                0.35312,                0.81907,               0.005314,               0.005314,               0.005314
                    145,                 0.5004,                  0.965,                0.40122,                 0.9728,                0.94702,                0.87699,                0.89981,                0.82077,                  0.926,                0.86113,                0.86952,                0.71964,                  0.417,                0.79878,                0.35276,                0.81843,               0.005281,               0.005281,               0.005281
                    146,                0.50508,                0.97385,                0.40084,                0.97311,                0.94832,                 0.8766,                 0.9001,                0.82057,                0.92633,                0.86033,                0.86975,                0.72058,                0.41643,                 0.7978,                0.35203,                0.81792,               0.005248,               0.005248,               0.005248
                    147,                0.50469,                0.97478,                0.40312,                0.97245,                0.94759,                0.87672,                0.90031,                0.82094,                0.92657,                0.86145,                0.86982,                0.72039,                0.41566,                0.79667,                0.35205,                0.81748,               0.005215,               0.005215,               0.005215
                    148,                0.50138,                0.96217,                0.40204,                0.97416,                0.94603,                0.87748,                0.90039,                0.82126,                0.92683,                0.86139,                0.86984,                0.72053,                0.41481,                0.79589,                0.35162,                0.81694,               0.005182,               0.005182,               0.005182
                    149,                0.49698,                0.95137,                 0.3974,                0.97354,                0.94701,                0.87733,                0.90066,                0.82158,                0.92735,                0.86079,                0.87073,                0.72177,                 0.4143,                0.79471,                0.35152,                 0.8166,               0.005149,               0.005149,               0.005149
                    150,                0.49955,                0.97012,                0.40224,                0.97427,                0.94617,                0.87844,                0.90083,                0.82194,                0.92787,                0.86106,                0.87156,                0.72267,                0.41384,                0.79321,                0.35126,                0.81631,               0.005116,               0.005116,               0.005116
                    151,                0.49961,                0.95151,                 0.3983,                0.97161,                0.94636,                0.87857,                 0.9009,                 0.8225,                0.92877,                0.86191,                0.87165,                0.72326,                0.41297,                0.79212,                0.35064,                0.81573,               0.005083,               0.005083,               0.005083
                    152,                0.50102,                0.97138,                0.40313,                0.97374,                0.94875,                0.87841,                0.90102,                0.82287,                0.93044,                0.86171,                0.87113,                0.72325,                0.41232,                  0.791,                 0.3497,                0.81515,                0.00505,                0.00505,                0.00505
                    153,                0.49871,                0.97013,                0.40228,                0.97174,                0.94816,                0.87909,                0.90109,                0.82341,                0.92941,                0.86164,                0.87138,                 0.7237,                 0.4115,                0.78978,                0.34875,                0.81457,               0.005017,               0.005017,               0.005017
                    154,                0.49631,                0.95127,                0.39731,                0.96951,                0.94828,                0.87903,                 0.9012,                0.82394,                0.92932,                0.86136,                0.87191,                0.72412,                0.41088,                0.78877,                0.34824,                 0.8142,               0.004984,               0.004984,               0.004984
                    155,                0.49188,                 0.9442,                0.39794,                0.96939,                0.94846,                0.87911,                0.90109,                 0.8239,                0.92967,                0.86138,                  0.872,                0.72447,                0.41035,                0.78793,                0.34775,                0.81384,               0.004951,               0.004951,               0.004951
                    156,                 0.4913,                0.94303,                  0.393,                0.97042,                0.94838,                 0.8792,                0.90129,                0.82444,                0.92988,                0.86175,                0.87246,                0.72443,                0.40974,                0.78677,                0.34727,                0.81363,               0.004918,               0.004918,               0.004918
                    157,                0.49382,                0.95166,                0.39961,                 0.9711,                0.94877,                0.87853,                 0.9014,                0.82444,                0.92876,                0.86101,                0.87225,                0.72422,                0.40905,                0.78562,                0.34683,                0.81311,               0.004885,               0.004885,               0.004885
                    158,                0.49139,                 0.9529,                0.39653,                 0.9663,                0.94932,                 0.8779,                0.90148,                0.82466,                0.92825,                0.86068,                0.87233,                  0.725,                0.40828,                0.78463,                0.34621,                0.81256,               0.004852,               0.004852,               0.004852
                    159,                0.49076,                 0.9442,                0.39259,                 0.9651,                0.94908,                0.87794,                0.90162,                 0.8249,                0.92595,                0.86245,                 0.8724,                0.72449,                 0.4076,                0.78367,                0.34566,                0.81211,               0.004819,               0.004819,               0.004819
                    160,                0.49356,                 0.9343,                0.39137,                0.96615,                0.94688,                0.88034,                0.90157,                0.82511,                0.92366,                0.86353,                0.87237,                 0.7245,                0.40683,                0.78241,                0.34519,                0.81174,               0.004786,               0.004786,               0.004786
                    161,                0.48743,                0.94096,                0.39324,                0.96319,                0.94389,                0.88189,                0.90161,                0.82513,                0.92173,                0.86352,                0.87178,                0.72496,                0.40605,                 0.7812,                0.34457,                0.81099,               0.004753,               0.004753,               0.004753
                    162,                0.48728,                0.94101,                0.39438,                0.96568,                0.94451,                0.88166,                0.90169,                0.82517,                0.92146,                0.86392,                0.87152,                0.72464,                0.40542,                0.78032,                0.34388,                0.81055,                0.00472,                0.00472,                0.00472
                    163,                0.48643,                 0.9309,                  0.389,                0.96336,                0.94399,                 0.8825,                0.90186,                0.82559,                0.92203,                0.86438,                0.87162,                0.72543,                0.40454,                0.77919,                0.34325,                0.81013,               0.004687,               0.004687,               0.004687
                    164,                0.48671,                0.94276,                0.39126,                0.96394,                0.94225,                0.88286,                0.90192,                0.82593,                0.92224,                0.86483,                 0.8722,                0.72704,                0.40397,                0.77805,                0.34259,                 0.8097,               0.004654,               0.004654,               0.004654
                    165,                0.48549,                0.93276,                0.38935,                0.96257,                0.94234,                0.88235,                0.90218,                0.82635,                0.92212,                0.86388,                0.87206,                 0.7275,                0.40309,                0.77704,                0.34199,                0.80917,               0.004621,               0.004621,               0.004621
                    166,                0.48941,                0.93743,                0.39324,                0.96609,                0.94413,                 0.8823,                0.90254,                0.82696,                0.92376,                0.86423,                0.87235,                0.72785,                 0.4022,                0.77609,                0.34136,                0.80871,               0.004588,               0.004588,               0.004588
                    167,                0.48514,                 0.9373,                0.38903,                 0.9631,                0.94566,                0.88147,                0.90278,                0.82737,                0.92405,                0.86558,                0.87262,                0.72816,                 0.4014,                0.77504,                0.34082,                0.80838,               0.004555,               0.004555,               0.004555
                    168,                0.48568,                0.93709,                0.38787,                0.96131,                0.94416,                 0.8837,                0.90285,                0.82759,                0.92307,                0.86567,                0.87275,                 0.7285,                0.40071,                0.77364,                0.34048,                0.80787,               0.004522,               0.004522,               0.004522
                    169,                0.48142,                0.92406,                0.38649,                 0.9583,                0.94418,                0.88377,                0.90285,                0.82815,                0.92284,                0.86543,                0.87273,                0.72864,                0.40001,                0.77249,                0.33971,                 0.8073,               0.004489,               0.004489,               0.004489
                    170,                 0.4815,                0.92649,                0.38637,                0.96463,                 0.9445,                0.88405,                0.90287,                0.82885,                0.92364,                0.86539,                0.87331,                0.72864,                0.39923,                0.77177,                0.33931,                0.80686,               0.004456,               0.004456,               0.004456
                    171,                0.47874,                0.91926,                0.38286,                0.95569,                0.94439,                0.88373,                0.90295,                 0.8292,                0.92305,                0.86552,                0.87339,                0.72866,                 0.3986,                0.77067,                 0.3389,                0.80627,               0.004423,               0.004423,               0.004423
                    172,                 0.4821,                0.92892,                0.38778,                0.96278,                0.94469,                0.88366,                0.90314,                0.82949,                0.92369,                0.86659,                0.87384,                0.72885,                0.39785,                0.76973,                0.33832,                0.80571,                0.00439,                0.00439,                0.00439
                    173,                0.48027,                0.91911,                 0.3829,                0.95984,                0.94378,                0.88482,                0.90322,                0.83005,                0.92295,                0.86648,                0.87436,                0.72999,                0.39721,                0.76856,                0.33791,                0.80521,               0.004357,               0.004357,               0.004357
                    174,                0.47852,                0.91248,                0.38146,                0.95691,                0.94462,                0.88468,                0.90343,                0.83033,                0.92452,                0.86719,                0.87489,                0.73058,                0.39649,                 0.7677,                0.33741,                0.80475,               0.004324,               0.004324,               0.004324
                    175,                 0.4736,                0.91239,                0.38031,                0.95266,                0.94457,                0.88512,                0.90338,                0.83051,                 0.9238,                0.86671,                0.87439,                0.73087,                0.39582,                0.76639,                0.33689,                0.80425,               0.004291,               0.004291,               0.004291
                    176,                0.47119,                0.90969,                0.37766,                0.95293,                0.94478,                0.88539,                0.90345,                0.83062,                 0.9238,                0.86651,                0.87428,                0.73104,                0.39514,                 0.7656,                0.33642,                0.80381,               0.004258,               0.004258,               0.004258
                    177,                0.47169,                0.90883,                0.37803,                0.95521,                0.94595,                 0.8853,                0.90384,                0.83082,                0.92412,                0.86714,                 0.8745,                0.73143,                0.39433,                0.76463,                0.33616,                0.80331,               0.004225,               0.004225,               0.004225
                    178,                0.47542,                0.92082,                0.38357,                0.95803,                  0.947,                0.88454,                0.90408,                 0.8311,                0.92679,                0.86543,                0.87482,                0.73112,                0.39402,                0.76394,                0.33521,                0.80301,               0.004192,               0.004192,               0.004192
                    179,                0.47317,                0.92209,                0.38126,                0.95485,                0.94761,                0.88437,                0.90424,                0.83103,                0.92752,                0.86545,                 0.8755,                0.73182,                0.39348,                0.76297,                0.33493,                0.80269,               0.004159,               0.004159,               0.004159
                    180,                0.47295,                0.91391,                0.37521,                0.95506,                0.94831,                 0.8843,                 0.9042,                0.83162,                 0.9283,                0.86493,                 0.8755,                0.73251,                0.39322,                0.76295,                0.33459,                0.80244,               0.004126,               0.004126,               0.004126
                    181,                0.46928,                0.90627,                0.37627,                0.95547,                0.94842,                  0.884,                0.90447,                0.83186,                0.92844,                0.86444,                0.87561,                0.73272,                0.39242,                0.76193,                0.33387,                0.80185,               0.004093,               0.004093,               0.004093
                    182,                0.46796,                0.89954,                 0.3744,                0.95371,                0.94847,                0.88361,                0.90466,                0.83232,                0.92828,                0.86497,                0.87611,                0.73386,                 0.3922,                0.75945,                0.33349,                0.80163,                0.00406,                0.00406,                0.00406
                    183,                0.46651,                0.89952,                 0.3765,                0.95282,                0.94819,                0.88323,                0.90449,                0.83213,                0.92796,                0.86658,                0.87619,                0.73393,                0.39178,                0.75986,                0.33274,                0.80128,               0.004027,               0.004027,               0.004027
                    184,                0.46014,                0.88588,                0.37088,                0.94942,                  0.948,                0.88319,                0.90457,                 0.8326,                0.92843,                 0.8646,                0.87603,                0.73403,                0.39105,                0.75869,                0.33213,                0.80084,               0.003994,               0.003994,               0.003994
                    185,                0.46762,                0.90934,                0.37773,                0.95344,                0.94868,                0.88204,                0.90464,                0.83309,                0.92824,                0.86524,                0.87591,                0.73426,                0.39051,                0.75682,                0.33201,                0.80042,               0.003961,               0.003961,               0.003961
                    186,                0.46947,                0.89493,                0.37648,                0.95345,                0.94971,                0.88243,                0.90462,                0.83327,                0.92912,                0.86428,                0.87597,                0.73406,                0.39003,                0.75605,                0.33172,                0.80005,               0.003928,               0.003928,               0.003928
                    187,                0.46455,                0.89082,                0.37362,                0.95193,                0.94943,                0.88307,                0.90491,                  0.834,                 0.9293,                 0.8652,                0.87607,                0.73429,                0.38946,                0.75513,                0.33099,                0.79962,               0.003895,               0.003895,               0.003895
                    188,                0.46508,                0.89848,                 0.3752,                0.94867,                0.94797,                0.88503,                0.90506,                0.83442,                0.92846,                 0.8659,                0.87571,                0.73446,                 0.3888,                0.75406,                0.33091,                0.79919,               0.003862,               0.003862,               0.003862
                    189,                0.46302,                0.89713,                0.36947,                0.94753,                0.94783,                0.88524,                0.90517,                0.83478,                0.92879,                0.86537,                0.87672,                0.73469,                0.38797,                0.75299,                0.33036,                0.79853,               0.003829,               0.003829,               0.003829
                    190,                0.46341,                0.88428,                0.37208,                0.95207,                0.94782,                0.88478,                 0.9053,                0.83509,                 0.9291,                0.86578,                 0.8771,                0.73491,                0.38762,                  0.752,                 0.3299,                0.79825,               0.003796,               0.003796,               0.003796
                    191,                0.46219,                0.89412,                0.36915,                0.94976,                0.94815,                0.88461,                0.90534,                0.83536,                0.92925,                0.86582,                0.87684,                0.73482,                0.38726,                0.75119,                0.32986,                0.79798,               0.003763,               0.003763,               0.003763
                    192,                0.46183,                0.88033,                0.36932,                0.94639,                0.94814,                0.88453,                0.90556,                0.83597,                0.92918,                0.86591,                0.87705,                0.73548,                0.38671,                0.75029,                0.32967,                0.79737,                0.00373,                0.00373,                0.00373
                    193,                0.46023,                0.88642,                0.37176,                0.94705,                0.94839,                0.88451,                0.90552,                0.83584,                0.92948,                0.86575,                0.87707,                0.73591,                0.38628,                0.74911,                0.32971,                 0.7971,               0.003697,               0.003697,               0.003697
                    194,                0.46298,                0.89484,                0.37387,                0.94788,                0.94836,                0.88515,                0.90544,                0.83578,                0.92999,                0.86564,                0.87722,                0.73582,                0.38573,                0.74819,                0.32953,                0.79678,               0.003664,               0.003664,               0.003664
                    195,                0.45442,                0.87418,                0.36533,                0.94524,                0.94842,                 0.8852,                0.90551,                0.83662,                0.92904,                0.86643,                0.87698,                 0.7351,                0.38493,                0.74741,                0.32895,                 0.7963,               0.003631,               0.003631,               0.003631
                    196,                0.45575,                0.87729,                0.36587,                0.94596,                0.94818,                0.88491,                0.90589,                0.83632,                0.92879,                0.86608,                 0.8777,                0.73598,                 0.3845,                0.74662,                0.32884,                0.79601,               0.003598,               0.003598,               0.003598
                    197,                0.45287,                0.87836,                0.36408,                0.94171,                0.94896,                0.88463,                0.90581,                  0.837,                0.92898,                0.86616,                0.87776,                0.73644,                0.38363,                0.74562,                0.32878,                0.79552,               0.003565,               0.003565,               0.003565
                    198,                0.45339,                0.86962,                0.36632,                0.94273,                0.94874,                 0.8842,                0.90572,                0.83754,                0.92854,                0.86595,                0.87749,                0.73678,                0.38305,                0.74494,                0.32834,                  0.795,               0.003532,               0.003532,               0.003532
                    199,                0.45589,                0.88606,                0.36671,                0.94603,                 0.9487,                0.88492,                0.90591,                 0.8381,                 0.9282,                0.86661,                0.87815,                0.73734,                 0.3826,                0.74405,                0.32794,                 0.7947,               0.003499,               0.003499,               0.003499
                    200,                0.45284,                0.87939,                 0.3665,                0.94259,                0.94843,                0.88557,                0.90569,                0.83809,                0.92849,                0.86708,                0.87824,                0.73735,                0.38178,                0.74306,                0.32757,                0.79425,               0.003466,               0.003466,               0.003466
                    201,                0.45109,                0.86259,                0.36028,                0.94061,                0.94911,                0.88592,                0.90597,                0.83825,                0.92824,                0.86668,                0.87771,                0.73749,                0.38135,                0.74217,                0.32759,                0.79384,               0.003433,               0.003433,               0.003433
                    202,                0.44966,                0.86307,                0.36174,                0.93956,                0.95054,                0.88563,                  0.906,                0.83856,                0.92874,                0.86688,                0.87778,                0.73763,                0.38084,                  0.741,                 0.3274,                0.79349,                 0.0034,                 0.0034,                 0.0034
                    203,                0.45154,                0.87656,                0.36325,                0.94178,                0.94994,                0.88596,                0.90616,                0.83858,                0.92865,                0.86669,                0.87788,                 0.7381,                0.38014,                0.74013,                0.32694,                0.79309,               0.003367,               0.003367,               0.003367
                    204,                0.44486,                0.86556,                0.35552,                 0.9405,                0.95004,                0.88623,                0.90637,                0.83895,                0.92915,                0.86671,                 0.8778,                0.73863,                0.37955,                0.73946,                0.32674,                0.79292,               0.003334,               0.003334,               0.003334
                    205,                0.44632,                0.85648,                0.35541,                0.94026,                0.94967,                0.88675,                 0.9065,                0.83986,                0.92937,                0.86735,                0.87836,                0.73878,                0.37886,                0.73865,                0.32651,                0.79267,               0.003301,               0.003301,               0.003301
                    206,                0.44981,                 0.8669,                0.36388,                0.94461,                0.94982,                0.88694,                0.90679,                0.84008,                0.93009,                 0.8664,                0.87836,                0.73873,                0.37812,                0.73767,                0.32602,                0.79235,               0.003268,               0.003268,               0.003268
                    207,                0.44602,                0.85403,                0.35896,                0.94217,                0.95009,                0.88658,                0.90691,                 0.8404,                0.93024,                0.86673,                0.87855,                0.73885,                0.37721,                0.73676,                0.32562,                0.79193,               0.003235,               0.003235,               0.003235
                    208,                0.44093,                 0.8534,                 0.3525,                0.93919,                0.95035,                0.88628,                0.90709,                0.84079,                0.93021,                0.86605,                0.87853,                0.73949,                 0.3766,                0.73575,                0.32492,                 0.7916,               0.003202,               0.003202,               0.003202
                    209,                0.44661,                0.86303,                0.36134,                0.94001,                0.95013,                0.88658,                 0.9072,                0.84095,                 0.9299,                0.86639,                0.87841,                0.73976,                0.37576,                0.73479,                0.32446,                0.79118,               0.003169,               0.003169,               0.003169
                    210,                0.44406,                0.85871,                0.35668,                0.93845,                0.95032,                0.88667,                0.90749,                0.84131,                0.92973,                0.86623,                0.87806,                0.73917,                  0.375,                0.73416,                 0.3246,                0.79082,               0.003136,               0.003136,               0.003136
                    211,                0.44255,                0.85095,                0.35605,                0.93567,                0.95015,                0.88682,                 0.9076,                 0.8416,                0.92926,                0.86625,                0.87854,                0.73975,                0.37437,                0.73353,                0.32413,                0.79063,               0.003103,               0.003103,               0.003103
                    212,                0.43616,                0.85025,                0.35288,                0.93317,                0.94997,                0.88765,                0.90801,                0.84154,                0.92841,                0.86624,                 0.8786,                0.73993,                0.37374,                0.73264,                0.32367,                0.79008,                0.00307,                0.00307,                0.00307
                    213,                0.44046,                0.85008,                0.35817,                0.93639,                0.95002,                0.88789,                0.90829,                0.84218,                0.92863,                0.86639,                0.87878,                0.74033,                0.37275,                0.73184,                0.32302,                0.78957,               0.003037,               0.003037,               0.003037
