Epoch,Training Loss,Validation Loss,Alpha,Lambda Weight Lvl 1,Lambda Weight Lvl 2,Lambda Weight Lvl 3,Lambda Weight Lvl 4
1,2.6076565883344127,1.3877991366954077,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
2,1.424941333276885,0.89290522127634,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
3,1.1160493359147083,0.7265221318451777,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
4,0.9159595910459757,0.6304409942545351,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
5,0.7360604090749153,0.4527514227665961,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
6,0.6353383355197453,0.3776555999315211,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
7,0.5500900571544965,0.41245408127793953,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
8,0.46489750494116117,0.31794462775412413,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
9,0.4151077070051715,0.3054056134895377,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
10,0.3753359074194339,0.4216743006005085,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
11,0.3492892933676818,0.2143662875972777,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
12,0.31665114797319155,0.26830092819900964,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
13,0.28506964671846835,0.1928145672940272,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
14,0.28432085895578246,0.21375503659614228,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
15,0.25539317987637505,0.1993308332991243,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
16,0.20718454557936639,0.16218902032899982,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
17,0.23019014766240226,0.16578173581053438,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
18,0.201919118377624,0.1650967133232154,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
19,0.20074616528914443,0.1968704456414257,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
20,0.18171238306898713,0.16387629206136417,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
21,0.13679450155004383,0.12276048401213843,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
22,0.10535902621077617,0.11757854438160177,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
23,0.10176315575829774,0.11338824348766116,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
24,0.09353354555995404,0.11530836234698243,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
25,0.08454320592396211,0.1142447138896235,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
26,0.07756278185150309,0.11486244529450437,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
27,0.07207494072957031,0.11747750127351862,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
28,0.07046256554262766,0.1181921595290305,0.800000011920929,0.09071794152259827,0.20189650356769562,0.4493289589881897,1.0
