Epoch,Training Loss,Validation Loss,Alpha
1,2.076882956194323,2.291441833141238,1.0
2,0.6038320254447849,0.26091517823380095,1.0
3,0.351141391382661,0.15377784324593322,1.0
4,0.27397791691297707,0.17517747314170348,1.0
5,0.20206206550085268,0.4272361965026966,1.0
6,0.17277665904961353,0.12773481222346078,1.0
7,0.16700902722429398,0.09283595889980016,1.0
8,0.13856129847293677,0.057910991715657154,1.0
9,0.11339536078360885,0.07149615970028694,1.0
10,0.12167207699182421,0.09157825030473082,1.0
11,0.09490997887887927,0.056254376237129054,1.0
12,0.08619131779211552,0.05585194819520206,1.0
13,0.07082749767618816,0.060127354287650696,1.0
14,0.07444010559296192,0.037818831880035444,1.0
15,0.09249470445522388,0.04655486829741316,1.0
16,0.08632507243215344,0.1450956495435432,1.0
17,0.07176366972217206,0.03409493651435992,1.0
18,0.08145007655501019,0.04908069515882363,1.0
19,0.045313569559000955,0.08964951793219202,1.0
20,0.04529422948862491,0.04355459401416484,1.0
21,0.049445124925655684,0.09951053159094828,1.0
22,0.04221047512418049,0.07020395215990585,1.0
23,0.07480462577064023,0.3152979700198007,1.0
24,0.08413028490274799,0.035412440510185134,1.0
25,0.05247500662496963,0.037375746180741985,1.0
26,0.04266633605963529,0.03688857109586405,1.0
27,0.03582754746501789,0.026759411712437002,1.0
28,0.032991411651993645,0.04731832971271171,1.0
29,0.04483474562226167,0.2591568392896375,1.0
30,0.07394340188664839,0.04195650137072906,1.0
31,0.03421188582893634,0.036476138341687295,1.0
32,0.03462304924371067,0.048478741736725235,1.0
33,0.029234657760270937,0.038374157013983445,1.0
34,0.0329440912085607,0.060383302773359813,1.0
35,0.03548204184531473,0.03821593777514821,1.0
36,0.057926264305079224,0.04560901766756636,1.0
37,0.03137537531072793,0.03877020829633355,1.0
38,0.020418354266236515,0.039662947187871604,1.0
39,0.01986111957799145,0.026345491985286868,1.0
40,0.012538095856583569,0.025966780534627316,1.0
41,0.009368144351783273,0.023224150702891314,1.0
42,0.007902985925821393,0.022021197168434682,1.0
43,0.006976745240417374,0.025220699233715668,1.0
44,0.008419461087269578,0.02326629271730442,1.0
45,0.006535687135887159,0.022235192068191557,1.0
46,0.00912610371326378,0.023380691329949452,1.0
47,0.007064927298424029,0.025657384065083916,1.0
48,0.006207869929832753,0.024907228632625004,1.0
49,0.006030865663765431,0.02531728864161651,1.0
50,0.0063444271699598515,0.02470952655478255,1.0
51,0.007055179577735036,0.02587905752429939,1.0
52,0.005455998623192711,0.025473292546404652,1.0
53,0.007665207179406722,0.022127461008883898,1.0
54,0.007341899735978967,0.02401596072236845,1.0
55,0.0052232419818147025,0.022568503728325594,1.0
56,0.005023834542479626,0.023548004942465416,1.0
57,0.0058603049201760874,0.024241655020405022,1.0
58,0.004103951680076006,0.024839681177213923,1.0
59,0.004057228675133787,0.02483228352039289,1.0
60,0.0036214174824593546,0.024746623761864105,1.0
61,0.004425265906692678,0.023538996367887893,1.0
62,0.0045356250251981775,0.02126471983409469,1.0
63,0.0049764053603000725,0.022291862702871205,1.0
64,0.0037230662609312446,0.023637291627553993,1.0
65,0.0035765476131928153,0.02622690979678314,1.0
66,0.0031592621676133793,0.0236111763302561,1.0
67,0.004190682848376698,0.025339596283912785,1.0
68,0.003600267846872326,0.026865856926320535,1.0
69,0.004321696211856,0.024954672825130496,1.0
70,0.002956021982644479,0.02558303656887167,1.0
71,0.004069164446500931,0.026034850250653108,1.0
72,0.00579050173783312,0.025717979650877635,1.0
73,0.004284851483291362,0.025904291498667336,1.0
74,0.003332885923669511,0.023108027397069405,1.0
75,0.003550026105069772,0.02323098362775729,1.0
76,0.0031507548579992185,0.02379527759263341,1.0
77,0.005638502785586752,0.024220498729503794,1.0
78,0.004556262832430062,0.022728151359041115,1.0
79,0.0038673645691190803,0.023079048098601517,1.0
80,0.0049411948751333324,0.02283333193110466,1.0
81,0.004373713775245516,0.02407797651055875,1.0
82,0.004517371506500599,0.02423281153798894,1.0
