Epoch,Training Loss,Validation Loss,Alpha
1,1.828362723422605,0.724159972335017,0.2
2,0.567357991739761,0.47238352104674936,0.2
3,0.32960841246815614,0.26215540253838826,0.2
4,0.22900684602385343,0.3304932670191277,0.2
5,0.15776891084604486,0.6374766875145047,0.2
6,0.13198439271817375,0.4217936131063589,0.2
7,0.12174862963255755,0.1146132301452548,0.2
8,0.10417967533562765,0.06647613475987212,0.2
9,0.10230102214399119,0.05500232112962146,0.2
10,0.06222092737768625,0.059971993882209064,0.2
11,0.0735024931234156,0.052365403035980494,0.2
12,0.07446345036719428,0.03747973095972178,0.2
13,0.05973528461249242,0.12251654163566093,0.2
14,0.06969559239873359,0.041301186671372246,0.2
15,0.06457952842939385,0.0364386283424358,0.2
16,0.0718582963787539,0.05838896299598652,0.2
17,0.07166185862233126,0.054466081341338714,0.2
18,0.05973419757386626,0.028623921109558366,0.2
19,0.05695291215358952,0.037393013030279774,0.2
20,0.04543533894385016,0.15656223130130836,0.2
21,0.04612469534432992,0.04662763439078252,0.2
22,0.04737748835739398,0.03701464891282105,0.2
23,0.047290702754371736,0.0872419572700638,0.2
24,0.04230784388789691,0.041665052807738266,0.2
25,0.0452839374905019,0.034222870013950024,0.2
26,0.046728254675995125,0.09709898753763112,0.2
27,0.04123030225854627,0.03522878681846927,0.2
28,0.029349365966871033,0.03416776624305152,0.2
29,0.06449519028876323,0.033056634364292285,0.2
30,0.026727858716405407,0.02473920417609787,0.2
31,0.01804557278654863,0.02278862036057331,0.2
32,0.015002262295321237,0.022265511967896938,0.2
33,0.015227113824695089,0.02232367369284729,0.2
34,0.014545005156799372,0.022163244451532886,0.2
35,0.013600650795486344,0.02278283579274335,0.2
36,0.011845746362137846,0.022313021515025,0.2
37,0.011804960327639873,0.02396514448520002,0.2
38,0.012914792601517294,0.023929469159135575,0.2
39,0.007660810346376736,0.02240252412111447,0.2
40,0.011419187088464495,0.023129949917398165,0.2
41,0.01077163564061562,0.021823906099259972,0.2
42,0.011100577812934252,0.023785268274446554,0.2
43,0.008228517793454663,0.023821163341605382,0.2
44,0.0076080039043391,0.022245282873776633,0.2
45,0.01061483638342145,0.02481247627751314,0.2
46,0.008703969931771416,0.02295517592925577,0.2
47,0.0053579626305754365,0.02376568355319377,0.2
48,0.006882589716846015,0.025118079985419848,0.2
49,0.00655312254675664,0.02585309137889559,0.2
50,0.00627227031062682,0.026030870614484357,0.2
51,0.005964857025063857,0.024673407033739304,0.2
52,0.006215345198092278,0.02478072775606855,0.2
53,0.00490389215877702,0.023910782375622698,0.2
54,0.00884680953438578,0.02442309941830307,0.2
55,0.006048527638073253,0.02435327969511956,0.2
56,0.0069965206500180715,0.023132799560707375,0.2
57,0.004707441877588619,0.023789262795168704,0.2
58,0.004366641540045114,0.024032458757925312,0.2
59,0.00464856768051314,0.02384707061046356,0.2
60,0.004093763006371879,0.0233485827872311,0.2
61,0.003687560922387706,0.02457316041431494,0.2
