Epoch,Training Loss,Validation Loss,Alpha
1,2.8689479590710545,2.4063511487701175,0.2
2,2.2870008458641813,2.4262729770850138,0.2
3,2.0656486762131694,2.035803120173709,0.2
4,1.9416237944707821,2.1799484765966524,0.2
5,1.8276481509832812,1.8984240199882947,0.2
6,1.7466953774397287,1.7268977009189066,0.2
7,1.6658618456406118,1.669645425848936,0.2
8,1.6009352603507916,1.699331091648621,0.2
9,1.5454037061536499,1.5035728609374681,0.2
10,1.4950392520864597,1.5402674178802531,0.2
11,1.4404040943265586,1.6002594157663315,0.2
12,1.4006865854662751,1.4347842001790152,0.2
13,1.3480647646319803,1.8529192502586005,0.2
14,1.3113964240588443,1.6515726721723667,0.2
15,1.2681948155632818,1.3474141543448284,0.2
16,1.2268750361747143,1.5066713331881618,0.2
17,1.1671651748462497,1.336730980124149,0.2
18,1.1269295359157143,1.3132777778890121,0.2
19,1.0834499149734438,1.344211739083235,0.2
20,1.050566689194185,1.2505316684383372,0.2
21,1.0103123946339672,1.4771317565004238,0.2
22,0.9528156055517846,1.3126212963883166,0.2
23,0.9052701828055357,1.392837478852397,0.2
24,0.8590294562709269,1.3182477270745483,0.2
25,0.8236963566373156,1.2845917880847193,0.2
26,0.779689575989209,1.5093486802116114,0.2
27,0.7464418333238332,1.3321852421885385,0.2
28,0.6712266422067014,1.1752089031079678,0.2
29,0.6219000616622845,1.2363506405765474,0.2
30,0.5917707234621048,1.4638904885471804,0.2
31,0.5411275600263585,1.209891008456964,0.2
32,0.5050763746050639,1.3134182332697963,0.2
33,0.46567784437022286,1.4743382163072756,0.2
34,0.41764033893952196,1.3712632209842741,0.2
35,0.37305593256550934,1.227722609230361,0.2
36,0.35262300140414565,1.3622410523641797,0.2
37,0.29838816618732134,1.3904819323130304,0.2
38,0.2860123946950698,1.3776990250143082,0.2
39,0.25797732525470995,1.3741916059199428,0.2
40,0.15385424386690424,1.2211254015955002,0.2
41,0.1161946303830409,1.2337115322732177,0.2
42,0.10485020275983511,1.2256803603072441,0.2
43,0.08810347562451012,1.237504331541311,0.2
44,0.0851762595620611,1.232039708273573,0.2
45,0.0841330797923485,1.2531996147794873,0.2
46,0.07138403625037346,1.2577114941562033,0.2
47,0.0692749251782192,1.2597400297981283,0.2
48,0.06730550086291516,1.2632570318214555,0.2
